waterbody_class,segment_id,win,name,description,basin,part,water_quality_class
Ponds,1003-0114,"C- 15- 5..P30,P27",Mead/Patterson Reservoirs,total area of both lakes,Lake Champlain,830,A
Ponds,1004-0048,C- 21-P210c,Davis Lake,entire lake,Lake Champlain,830,C
Ponds,1004-0050,C- 25- 8-P213,Augur Lake,entire lake,Lake Champlain,830,A
Ponds,1004-0053,C- 25- 8-P218,Butternut Pond,entire lake,Lake Champlain,830,AA
Ponds,1004-0059,C- 25-26- 4-P221,Black Brook Pond,entire lake,Lake Champlain,830,C(T)
Ponds,1004-0063,"C- 25-26- 4-P227, P228",Taylor Pond (and Mud Pond),entire lake (includes Mud Pond),Lake Champlain,830,C(T)
Ponds,1004-0065,C- 25-26..P233 thru P251 (selected),"Minor Lake Tribs to West Br Ausable, Mid",total area of selected lakes,Lake Champlain,830,C(T)
Ponds,1004-0067,C- 25-26-35-3-P250,Mirror Lake,entire lake,Lake Champlain,830,B(T)
Ponds,1004-0068,C- 25-26-35-5-P254,Lake Placid,entire lake,Lake Champlain,830,AA-S
Ponds,1004-0070,C- 25-26..P258 thru P265,"Minor Lake Tribs to West Br Ausable, Upp",total area of selected lakes,Lake Champlain,830,C(T)
Ponds,1004-0075,"C- 25-27-25-P270,P271,P271a",Lower Cascade/Upper Cascade/Mud Lakes,total area of all three lakes,Lake Champlain,830,AA(T)
Ponds,1004-0077,"C- 25-27-P276, P277",Lower/Upper Ausable Lakes,total area of both lakes,Lake Champlain,830,AA
Ponds,1004-0084,C- 43-P282,Highlands Forge Lake,entire lake,Lake Champlain,830,C(T)
Ponds,1004-0087,C- 48- 6-10-11-P288,Big Pond,entire lake,Lake Champlain,830,C(T)
Ponds,1004-0089,C- 48-26-32-P314,Nichols Pond,entire lake,Lake Champlain,830,C(T)
Ponds,1004-0090,C- 48-26-P315,Lincoln Pond,entire lake,Lake Champlain,830,B(T)
Ponds,1005-0009,C-134- 4-19-19-P441,Glen Lake,entire lake,Lake Champlain,830,B(T)
Ponds,1104-0173,H-369..P276a,Lake Algonquin,entire lake,Upper Hudson River,941,AA
Ponds,1005-0014,C (portion 5),"Lake Champlain, South Bay","entire bay, as described below",Lake Champlain,830,B
Ponds,1005-0016,"C- 96..P351 (P351b,P351c)",Sherman Lake (Goosepuddle/Burris Pond),total area of three lakes,Lake Champlain,830,C(T)
Ponds,1005-0018,C- 96-P355/P360,Putnam/North Pond,entire lake,Lake Champlain,830,C(T)
Ponds,1005-0019,C- 96..P353 thru P361 (selected),Minor Lakes in Upper Putnam Creek Wshed,total area of selected lakes,Lake Champlain,830,C(T)
Ponds,1005-0029,"C-128- 3-P406,P407",Greenland/Fishbrook Ponds,total area of both lakes,Lake Champlain,830,C(T)
Ponds,1005-0030,"C-128- 6-P409,P411",Upper Spectacle/Bumps Pond,total area of both lakes,Lake Champlain,830,D
Ponds,1005-0031,C-128-P412,Lakes Pond,entire lake,Lake Champlain,830,AA
Ponds,1005-0032,"C-128-P414,P413",Crossett/Thurber Ponds,total area of both lakes,Lake Champlain,830,C(T)
Ponds,1005-0038,C-134- 4-14-P424/P424a,Dolph/Beaver Pond,entire lake,Lake Champlain,830,AA
Ponds,1005-0040,C-134- 4-19- 8-P432,Hadlock Pond,entire lake,Lake Champlain,830,AA(T)
Ponds,1005-0042,C-134- 4-19- 8..P425 thru P433,Minor Lakes in Bishop Brook Watershed,total area of selected lakes,Lake Champlain,830,AA(T)
Ponds,1005-0049,"C-134- 4-19-19-12-P450,P451a",Rush Pond/Butler Storage Reservoir,total area of both lakes,Lake Champlain,830,AA
Ponds,1005-0050,C-134- 4-19-19-P452,Butler Pond,entire lake,Lake Champlain,830,AA
Ponds,1005-0057,C-134..P459 thru P464,Minor Lakes in Upper Mettawee Watershed,total area of selected lakes,Lake Champlain,830,C(T)
Ponds,1005-0058,C-134- 4-19- 8-5-8-P428,Sly Pond,entire lake,Lake Champlain,830,AA(T)
Ponds,1005-0060,C- 96- 8-P352,Mud Pond,entire lake,Lake Champlain,830,C(T)
Ponds,1006-0016,C-101-P367,Lake George,entire lake,Lake Champlain,830,AA-S
Ponds,1006-0019,C-101- 1-P354a,Haymeadow Pond,entire lake,Lake Champlain,830,C(T)
Ponds,1006-0027,C-101-P367-53-P379,Trout Lake,entire lake,Lake Champlain,830,AA-S
Ponds,1006-0029,C-101-P367..P382 thru P391 (select),Minor Lakes in L.George (NW) Wshed,total area of selected lakes,Lake Champlain,830,AA-S
Ponds,1101-0034,H-299-P27-13- 1-P30,Lake Lonely,entire lake,Upper Hudson River,941,B
Ponds,1101-0036,H-260-P1089-3-P1090,Ballston Lake,entire lake,Upper Hudson River,941,A
Ponds,1101-0060,H-260-P1089,Round Lake,entire lake,Upper Hudson River,941,B
Ponds,1101-0072,H-299-P27-13- 5-8-P51,Granite Pond,entire lake,Upper Hudson River,941,C
Ponds,1101-0083,H-318-19-P107a,Lake Elizabeth,entire lake,Upper Hudson River,941,C(T)
Ponds,1101-0089,H-343-P114,Keenan Reservoir,entire reservoir,Upper Hudson River,941,AA
Ponds,1101-0092,H-363-1-P120a,Woodland Lake,entire lake,Upper Hudson River,941,B
Ponds,1102-0011,"H-264-20-P1121,P1122","Lake Lauderdale, Schoolhouse Lake",total area of both lakes,Upper Hudson River,940,B
Ponds,1103-0002,H-301-17-P79,Cossayuna Lake,entire lake,Upper Hudson River,941,A
Ponds,1103-0019,H-301-20- 7-6-1-1a-P85a,Halls Pond,entire lake,Upper Hudson River,941,C
Ponds,1103-0022,H-301-20-P87a,Chamberlin Mills Pond,entire lake,Upper Hudson River,941,C
Ponds,1103-0023,"H-301-21-P88,P89","Hedges Lake, Clark Pond",total area or both lakes,Upper Hudson River,941,B
Ponds,1104-0003,H-469..P624 thru P669,Minor Lake Tribs to Cedar River,total area of selected lakes in the watershed,Upper Hudson River,941,C
Ponds,1104-0007,H-508 thru 546..P695 thru P719,Minor Lake Tribs to Upper Hudson River,"total area of select lakes, above Newcomb",Upper Hudson River,941,C(T)
Ponds,1104-0008,H-461..P582 thru P612,Minor Lake Tribs to Indian River/Lake,total area of selected lakes in the watershed,Upper Hudson River,941,C
Ponds,1104-0016,H-369..20-43-P270,Silver Lake,entire lake,Upper Hudson River,941,FP
Ponds,1104-0018,H-438-20- 2a-P557,Stony Pond,entire lake,Upper Hudson River,941,FP
Ponds,1104-0020,H-391-P374-P377 thru P410 (select.),Minor Lake Tribs to Schroon Lake,total area of all selected lakes,Upper Hudson River,941,C
Ponds,1104-0024,H-369-P127,Great Sacandaga Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0027,H-461-P582a,Abanakee Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0031,H-391-33-P367,Loon Lake,entire lake,Upper Hudson River,941,AA-S
Ponds,1104-0043,H-391-P374- 1- 6- 6-P381b,Minerva Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0049,H-369..20-23-P234-12-P252,Oxbow Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0051,H-369..P313,Lake Pleasant,entire lake,Upper Hudson River,941,AA
Ponds,1104-0059,H-469- 9-P641a,Lake Durant,entire lake,Upper Hudson River,941,C
Ponds,1104-0074,H-461-15-P587a,Lake Adirondack,entire lake,Upper Hudson River,941,B
Ponds,1104-0075,H-370-P318,Lake Luzerne,entire lake,Upper Hudson River,941,B
Ponds,1104-0105,"H-369-P127- 2..P129,P130,P131","Efner, Jenny and Hunt Lakes",total area of all three lake,Upper Hudson River,941,B
Ponds,1104-0107,H-369-P127- 3 thru19..P131a thru 34,"Miner Mill Vly, Johnnycake L, Fly,Shew P",total area of all lakes,Upper Hudson River,941,C
Ponds,1104-0111,H-369-P127-21- 3-P135,Steele Reservoir,entire reservoir,Upper Hudson River,941,AA
Ponds,1104-0113,H-369-P127-21-P136,Cook Reservoir,entire reservoir,Upper Hudson River,941,AA
Ponds,1203-0063,H-240-180-74-P850,Wilmurt Lake,entire lake,Mohawk River,880,C
Ponds,0905-0131,SL-25- 69a-P81,Chub Lake,entire lake,St. Lawrence River,910,C
Ponds,1104-0114,H-369-P127-21-P136a,Ireland Vly,entire reservoir,Upper Hudson River,941,AA
Ponds,1104-0115,H-369-P127-21-P136a-6-P137,Round Lake,entire lake,Upper Hudson River,941,AA
Ponds,1104-0119,H-369-P127-26-8-P143a,Bill Pond/Lake Nancy,entire lake,Upper Hudson River,941,B
Ponds,1104-0121,H-369-P127-26..P147,Lake Desolation,entire lake,Upper Hudson River,941,B
Ponds,1104-0125,H-369-P127-33-1-P151/P152,Jackson Summit/Cameron Reservoirs,total area of both entire reservoirs,Upper Hudson River,941,A
Ponds,0904-0056,"SL- 2-59-18-P344,P345","Little Moosehead Pond, Moosehead Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0904-0058,"SL- 2-59-27-P348,P249,P350",Brother Ponds (Massawepie Pond),total area of all three lakes,St. Lawrence River,910,C(T)
Ponds,0904-0059,SL- 2-59-31-P351,Silver Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0904-0061,SL- 2-59-32- 2-P355,Sevey Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0904-0063,SL- 2-59-36-P366,Grass River Flow,entire lake,St. Lawrence River,910,C(T)
Ponds,0904-0066,SL- 2-59-39-P369,Massawepie Lake,entire lake,St. Lawrence River,910,B
Ponds,0904-0067,SL- 2-59-39-P369- 2-P370,Catamount Pond,entire lake,St. Lawrence River,910,B(T)
Ponds,0904-0068,SL- 2-59-39-P369..P371 thru P374,"Townline, Deer, Horseshoe, Boottree Pds",total area of all four lakes,St. Lawrence River,910,C(T)
Ponds,0905-0001,"SL-25-P309..124-P343,P344","Buck Pond, Cage Lake",total area of both lakes,St. Lawrence River,910,FP
Ponds,0905-0005,SL-25-P309..P357 thru P379 (sel),Minor Lakes Trib to Upper Oswegatchie,total area of all selected lakes,St. Lawrence River,910,C
Ponds,0905-0006,SL-25-P309..132-P373,Crooked Lake,entire lake,St. Lawrence River,910,FP
Ponds,0905-0007,SL-25 (portion  8)/P309,Cranberry Lake,entire lake,St. Lawrence River,910,A(T)
Ponds,0905-0012,"SL-25- 73-26-43-P198,P199,P200","Lower, Middle, Upper South Ponds",total area of all three lakes,St. Lawrence River,910,FP
Ponds,0905-0037,"SL-25-P309-12-P325,P327","Indian Mountain Pond, Cowhorn Pond",total area of both lakes,St. Lawrence River,910,FP
Ponds,0905-0038,SL-25- 73..P241 thru 247 (select),"Desert, Jakes, Buck, Hog Ponds",total area of all four lakes,St. Lawrence River,910,C
Ponds,0905-0058,"SL-25- 73..P237,P238","Long Pond, Round Pond",total area of both lakes,St. Lawrence River,910,C(T)
Ponds,0905-0062,"SL-25- 73-26-42-P196,P197","Bear Pond, Diana Pond",total area of both lakes,St. Lawrence River,910,C
Ponds,0905-0072,SL-25-P309..140-P377,Gull Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0905-0088,SL-25-P309..126..P345 thru P355,Minor Lakes Trib to Wolf Pond Outlet,total area of all selected lakes,St. Lawrence River,910,FP
Ponds,0905-0119,SL-25- 16-P61/P62,"Lower Lake, Upper Lake",total area of both lakes,St. Lawrence River,910,C
Ponds,0905-0127,SL-25- 50-P70,Sherman Lake,entire lake,St. Lawrence River,910,C
Ponds,0905-0132,SL-25- 72-P88,Sylvia Lake,entire lake,St. Lawrence River,910,AA
Ponds,0905-0135,SL-25- 73-12-P92,Pine Hill Pond,entire lake,St. Lawrence River,910,C
Ponds,0905-0137,"SL-25- 73-16-P104,P27,P105","Mud Pond, Duck Pond, Green Pond",total area of all three lakes,St. Lawrence River,910,C
Ponds,0905-0142,SL-25- 73-19- 3- 6- 1-P120,Portaferry Lake,entire lake,St. Lawrence River,910,B
Ponds,0905-0145,SL-25- 73-19- 5- 1-P130,Long Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0905-0147,SL-25- 73-19- 5- 1-P134,Bear Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0905-0150,SL-25- 73-24- 2-P144,Big Hill Pond,entire lake,St. Lawrence River,910,C(T)
Ponds,0905-0152,SL-25- 73-24-P146,South Creek Lake,entire lake,St. Lawrence River,910,C(T)
Ponds,0905-0158,"SL-25- 73-26- 6-P161,P162","Round Lake, Long Lake",total area of both lakes,St. Lawrence River,910,FP
Ponds,0905-0168,SL-25- 74-P248,Wolf Lake,entire lake,St. Lawrence River,910,C
Ponds,1201-0181,"H-240-144-28- 1-P759,P760,P761","Dexter, Spectacle and Dry Lakes",total area of all three lakes,Mohawk River,878,FP
Ponds,1201-0185,"H-240-144-28-P764,P765,P766","Third, Fourth, Broomstick (Goose Egg) Lk",total area of all three lakes,Mohawk River,878,FP
Ponds,1201-0187,"H-240-144-37-P773,P774,P775,P776","West Cr, Black Cr, Deer Lakes, Bills Pd",total area of all four lakes,Mohawk River,878,FP
Ponds,1201-0188,"H-240-144-38-P779,P780","Iron Lake, Black Cat Lake",total area of both lakes,Mohawk River,878,FP
Ponds,1201-0196,H-240-181-P939,Mirror Lake,entire lake,Mohawk River,880,C
Ponds,1201-0227,H-240-144-29-P768,Little Metcalf Lake,entire lake,Mohawk River,880,FP
Ponds,1201-0228,H-240 (portion 12b),Utica Harbor,entire harbor,Mohawk River,876,C
Ponds,1202-0005,H-240- 82- 67-24-P608,Onderdonk Lake,entire lake,Mohawk River,879,B
Ponds,1202-0011,H-240- 82 (portion 4)/P630a,Lower Blenheim-Gilboa Reservoir,entire reservoir,Mohawk River,879,B
Ponds,1202-0012,H-240- 82 (portion 6)/P638a,Schoharie Reservoir,entire reservoir,Mohawk River,879,AA(TS)
Ponds,1202-0015,H-240- 82- 63- 9-P583,Cobleskill Reservoirs,total area of all three reservoirs,Mohawk River,879,A
Ponds,1202-0038,H-240- 82- 63-P599,Richmondville Reservoir,entire reservoir,Mohawk River,879,A
Ponds,1202-0044,H-240- 82- 67-33-1-P609,Warners Lake,entire lake,Mohawk River,879,B(T)
Ponds,1202-0064,H-240- 82-133-P649,Colgate Lake,entire lake,Mohawk River,879,C(T)
Ponds,1202-0071,H-240- 82-108-2-P630b,Upper Blenheim-Gilboa Reservoir,entire reservoir,Mohawk River,879,B
Ponds,1203-0001,"H-240-180-74..P864,P865,P866,P867","Buck Ponds, White Birch Lake",total area of all lakes,Mohawk River,880,FP
Ponds,1203-0002,H-240-180- P799-19-11..P818 to P822,Lakes tributary to Jerseyfield Lake,total area of all lakes,Mohawk River,880,C
Ponds,1203-0003,"H-240-180-91-P915,P919","Beaver Pond, Poor Lake",total area of both lakes,Mohawk River,880,FP
Ponds,1203-0004,H-240-180-74-21-P862,T Lake,entire lake,Mohawk River,880,FP
Ponds,1203-0007,"H-240-180-87-P908,P909","Spruce, Balsam Lakes",total area of both lakes,Mohawk River,880,FP
Ponds,1203-0022,H-240-180 (portion 4)/P799,Hinckley Reservoir,entire reservoir,Mohawk River,880,AA(T)
Ponds,1203-0047,H-240-180- P799-19-11-P816,Mud Lake,entire lake,Mohawk River,880,B
Ponds,1203-0048,H-240-180- P799-19-11..P817,Jerseyfield Lake,entire lake,Mohawk River,880,C(T)
Ponds,1203-0052,H-240-180- P799-19-P827,Black Creek (Gray) Reservoir,entire reservoir,Mohawk River,880,A(TS)
Ponds,1203-0060,"H-240-180-74-10-P853,P853a,P853b","Alder Brook, Indigo, Jones Lakes",total area of all three lakes,Mohawk River,880,FP
Ponds,1203-0061,"H-240-180-74-15-P854,P855","Pine, Little Pine Lakes",total area of both lakes,Mohawk River,880,AA
Ponds,1203-0062,H-240-180-74-16-P859,G Lake,entire lake,Mohawk River,880,C(T)
Ponds,1203-0067,"H-240-180-84-P877,P876,P877b","Honnedaga, Baby Lakes, Stearns Mudhole",total area of all three lakes,Mohawk River,880,C(T)
Ponds,1203-0069,H-240-180-85-11-P883,Big Rock Lake,entire lake,Mohawk River,880,C(T)
Ponds,1203-0070,H-240-180-85-P897 to P900,"Metcalf Lake, Metcalf Chain of Lakes",total area of all lakes,Mohawk River,880,FP
Ponds,1203-0071,"H-240-180-85..P880,P881,P882,P896a",Minor Lakes Trib to Metcalf Brook,total area of all lakes,Mohawk River,880,FP
Ponds,1203-0084,"H-240-180-87..P901,P907,P907b","Split Rock, Amos Lakes, Belden Vly",total area of all three lakes,Mohawk River,880,FP
Ponds,1203-0074,"H-240-180..P910a,P911,P912,P913","Caswell, Deer, Otter, Goose Lakes",total area of all four lakes,Mohawk River,880,C(T)
Ponds,1104-0129,H-369-P127-44-P154b,Woodward Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0134,H-369-P127-46- 8-3-P156,Woods Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0135,"H-369-P127-46- 9-P164,P165","Chase Lake, Mud Lake",total area of both lakes,Upper Hudson River,941,C
Ponds,1104-0137,"H-369-P127-48- 4-P182,P184",Bennett/Middle Lakes,total area of both lakes,Upper Hudson River,941,FP
Ponds,1104-0138,H-369-P127-48-11-P186,Tenant Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0139,"H-369-P127-48-13-P188,P187","Wilcox, New Lakes",total area of both lakes,Upper Hudson River,941,FP
Ponds,1104-0140,H-369-P127-48-18-P189,Harrisburg Lake,entire lake,Upper Hudson River,941,B(T)
Ponds,1104-0141,"H-369-P127-48-18-P190,-23-P192","Bullhead Pond, St. Johns Lake",total area of both lakes,Upper Hudson River,941,C
Ponds,1104-0146,"H-369-P127-58-P204,64-P207","Old Pond, Rice Pond",total area of both lakes,Upper Hudson River,941,C(T)
Ponds,1104-0148,H-369-P127-64-P210,Sand Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0150,"H-369-P127-69-P211a,P212","Middle Flow, Livingston Lake",total area of both lakes,Upper Hudson River,941,C
Ponds,1104-0157,"H-369..20- 9-P216,13-P218,19-P219","Mud Lake, Buck Pond, Chartreuse Lake",total area of all three lakes,Upper Hudson River,941,FP
Ponds,1104-0158,"H-369..20-19-P220,P221","Hamilton Lake, Sand Lake",total area of both lakes,Upper Hudson River,941,C
Ponds,1104-0160,H-369..20-23-6-P232,Spy Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0162,H-369..20-32-1-P258,Kennels Pond,entire lake,Upper Hudson River,941,FP
Ponds,1104-0169,H-369..29-P282 thru P300,Minor Lakes in East Br Sacandaga Watersd,total area of selected lakes in watershed,Upper Hudson River,941,FP
Ponds,1104-0176,H-369..P313-4-P315-5-P317,Echo Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0180,H-370-P322,Second Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0268,H-461- 9-P583,Lake Francis,entire lake,Upper Hudson River,941,B
Ponds,1104-0181,H-370-P324 thru P331 (selected),Minor Lakes trib to Lake Luzerne,total area of selected lakes,Upper Hudson River,941,C
Ponds,1104-0182,H-370-P325,Fourth Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0184,H-370-P328,Lake Forest,entire lake,Upper Hudson River,941,B
Ponds,1104-0187,H-383-4-P332,Lens Lake,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0194,H-391-27-P341,Sherman Pond,entire lake,Upper Hudson River,941,A
Ponds,1104-0195,"H-391-29-P342,P343","Burnt Pond, Crystal Lake",total area of both lakes,Upper Hudson River,941,A
Ponds,1104-0281,H-469- 9- 2..P626c,Fifth Lake (Essex Ch),entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0200,"H-391-31-P348 thru P355,P414",Minor Lake Tribs to Brant Lake Watershed,total area of all selected lakes,Upper Hudson River,941,AA-S
Ponds,1104-0203,H-391-33-5..P358,Tripp Pond,entire lake,Upper Hudson River,941,AA
Ponds,1104-0205,H-391-33-8-P365,Friends Lake,entire lake,Upper Hudson River,941,AA-S
Ponds,1104-0207,"H-391-33..P366,P368,P369","Sullivan, Palmer Ponds, Mt Spring  Lake",total area of all three lakes,Upper Hudson River,941,AA-S
Ponds,1104-0216,H-391-P374- 1- 6-16-P388,Hewitt Pond,entire lake,Upper Hudson River,941,B(T)
Ponds,1104-0217,"H-391-P374- 1-16-P394,P395","Muller, Bigsby Ponds",total area of both lakes,Upper Hudson River,941,C
Ponds,1104-0225,H-391-P374-11..P412,Pharaoh Lake,entire lake,Upper Hudson River,941,FP
Ponds,1104-0228,H-391..37-P418 thru P430 (selected),Minor Lake Tribs to Alder Cr Watershed,total area of all selected lakes,Upper Hudson River,941,FP
Ponds,1104-0229,"H-391..37-P420,P421","Alder, Crane Ponds",total area of both lakes,Upper Hudson River,941,FP
Ponds,1104-0230,H-391..37-P421-1-P424,Rock Pond,entire lake,Upper Hudson River,941,FP
Ponds,1104-0232,H-391..39-P432,Paradox Lake,entire lake,Upper Hudson River,941,AA(T)
Ponds,1104-0233,H-391..39-P432-2-P434,Johnson Pond,entire lake,Upper Hudson River,941,C
Ponds,1104-0234,H-391..39-P432..P437,Pyramid Lake,entire lake,Upper Hudson River,941,AA
Ponds,1104-0235,H-391..39-P432..P438,Eagle Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0236,H-391..39-P432..P442,Gooseneck Pond,entire lake,Upper Hudson River,941,AA(T)
Ponds,1104-0237,H-391..39-P433 thru P452,Minor Lake Tribs to Paradox Cr Watershed,total area of selected lakes in watershed,Upper Hudson River,941,C
Ponds,1104-0240,H-391..47-P460,Elk Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0242,H-391..53-P468,Hammond Pond,entire lake,Upper Hudson River,941,FP
Ponds,1104-0244,H-391..P453 thru P507,Minor Lake Tribs to Upper Schroon Wshed,total area of selected lakes in watershed,Upper Hudson River,941,C
Ponds,1104-0249,H-391..P494-1..P506,Hatching Pond,entire lake,Upper Hudson River,941,AA
Ponds,1104-0253,H-398- 2-P512a,Pack Forest Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0255,H-409-18-P520,Garnet Lake,entire lake,Upper Hudson River,941,A
Ponds,1104-0258,"H-419..P529a,P529","Chatiemac Lake, Ross/Windover Lake",total area of both lakes,Upper Hudson River,941,A(T)
Ponds,1104-0263,H-438-30-P561,Wolf Pond,entire lake,Upper Hudson River,941,FP
Ponds,1104-0267,H-453-P576,Mink Pond,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0269,H-461- 9..P585,Big Bad Luck Pond,entire lake,Upper Hudson River,941,FP
Ponds,1104-0271,H-461-17- 1-P588a,Kings Flow,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0272,H-461-P597- 6-P598,Crotched Pond,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0274,H-461-P597-16- 3-P603,Whitaker Lake,entire lake,Upper Hudson River,941,B
Ponds,1104-0276,H-463 thru 503..P616 thru P692,Minor Lake Tribs to Upper Hudson River,"total area of selected lakes, fr Indian R to Newcomb",Upper Hudson River,941,C(T)
Ponds,1104-0280,H-469- 9- 2..P626a,Third Lake (Essex Ch),entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0282,H-469- 9-15-P641,Tirrell Pond,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0284,H-469- 9-P637,Rock Lake,entire lake,Upper Hudson River,941,FP
Ponds,1104-0286,H-469-10-P655,Pine Lake,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0288,H-469-P667,Cedar River Flow,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0290,H-469-P671,Beaver Pond,entire lake,Upper Hudson River,941,FP
Ponds,1104-0291,H-484- 4-P673,Zack Pond,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0293,H-484-P672a,Goodnow Flowage,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0295,H-503-P680- 2-P681,Woodruff Pond,entire lake,Upper Hudson River,941,C
Ponds,1104-0297,H-503-P680- 5..P684,Arbutus Lake,entire lake,Upper Hudson River,941,C
Ponds,1104-0299,H-503-P680- 5..P686,Corner Pond,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0301,H-503-P680- 5..P688,Wolf Pond,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0303,H-503-P680- 5..P691,Pickwacket Pond,entire lake,Upper Hudson River,941,C
Ponds,1104-0304,H-503-P680- 5..P692,Countyline Flow,entire lake,Upper Hudson River,941,C
Ponds,1104-0306,H-509-P699a,Beaver Flow,entire lake,Upper Hudson River,941,C(T)
Ponds,1104-0308,H-532-P702,Perch Pond,entire lake,Upper Hudson River,941,C
Ponds,1104-0312,H-P715,Henderson Lake,entire lake,Upper Hudson River,941,AA(T)
Ponds,1201-0002,"H-240-144-44-P790,P790a","Big Alderbed, Blind Mans Vly",total area of both lakes,Mohawk River,878,C(T)
Ponds,1201-0003,H-240-144-38-P777,Ferris Lake,entire lake,Mohawk River,878,FP
Ponds,1201-0009,"H-240-144-13..P727,P729,P730","Green, Otter and Stewart Lakes",total area of all three lakes,Mohawk River,878,B
Ponds,1201-0019,H-240 (portion 16)/P1059,Delta Reservoir,entire reservoir,Mohawk River,876,A(T)
Ponds,1201-0050,"H-240-144-13-P716,P717,P718","Lily, Canada, Stewarts Land, West Lakes",total area of all four lakes,Mohawk River,878,B(T)
Ponds,1201-0098,H-240- 14-P503a,Stony Creek (Colonie) Reservoir,entire reservoir,Mohawk River,876,A
Ponds,1201-0110,H-240- 69-P563,Galway Lake (Amsterdam Reservoir),entire lake,Mohawk River,876,B
Ponds,1201-0113,H-240- 70-P570,Mariaville Lake,entire lake,Mohawk River,876,B
Ponds,1201-0123,H-240- 94-P678a,Fonda Reservoir,entire reservoir,Mohawk River,876,AA(T)
Ponds,1201-0133,H-240-127- P685a,Rockwood Lake,entire lake,Mohawk River,876,C
Ponds,1201-0140,H-240-127-25-P686-4-P689-2-P690,Woodworth Lake,entire lake,Mohawk River,876,C
Ponds,1201-0144,H-240-127-P698,West Caroga Lake,entire lake,Mohawk River,876,B(T)
Ponds,1201-0147,H-240-139-P698b,St. Johnsville Reservoir,entire reservoir,Mohawk River,876,AA(T)
Ponds,1201-0150,H-240-144 (portion 1a)/P703a,East Canada Lake,entire lake,Mohawk River,878,C(T)
Ponds,1201-0160,H-240-144- 9-15-P708,Klondike Reservoir,entire lake,Mohawk River,878,C
Ponds,1201-0164,H-240-144-11-P713,Hillabrandt Vly,entire lake,Mohawk River,878,FP
Ponds,1201-0169,"H-240-144-13..P721,P722,P723",Stoner Lakes,entire lake,Mohawk River,878,FP
Ponds,1201-0170,H-240-144-13..P724,Pine Lake,entire lake,Mohawk River,878,B
Ponds,1201-0173,H-240-144-13..P732..P733 thru P736,Lake Tribs to Fire Flow,total area of all lakes,Mohawk River,878,FP
Ponds,1201-0175,H-240-144-21- 7-P745,Pleasant Lake,entire lake,Mohawk River,878,B
Ponds,1301-0232,H-212-P185,Alcove Reservoir,entire reservoir,Lower Hudson River,863,A
Ponds,1301-0234,H-214-10- 3-P262a,Vly Creek Reservoir,entire reservoir,Lower Hudson River,863,C
Ponds,1301-0247,H-226-P336,Rensselaer Lake,entire lake,Lower Hudson River,863,B(T)
Ponds,1301-0250,H-235- 8-P374,Moules Lake,entire lake,Lower Hudson River,863,A
Ponds,1301-0258,"H-236-13-11-P426,P427,P428","Mill Pond, Second Pond, Long Pond",total area of all three lakes,Lower Hudson River,863,A(T)
Ponds,1301-0262,H-236-13-P425,Dunham Reservoir,entire reservoir,Lower Hudson River,863,A
Ponds,1301-0268,"H-236-22-P438,P439","Bonesteel Pond, Wager Pond/Madonna Lake",total area of both lakes,Lower Hudson River,863,B
Ponds,1301-0271,H-236-P445,Dyken Pond,entire lake,Lower Hudson River,863,B
Ponds,1301-0273,"H-238-P454,P455","Wright Lake, Bradley Lake",total area of both lakes,Lower Hudson River,863,C
Ponds,1302-0005,H- 31-P44-35-P109,Cross River Reservoir,entire reservoir,Lower Hudson River,864,AA(T)
